,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division,Price
1861,Gunung Sahari,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL,1350000000.0
16196,Cengkareng,3,2,100,SHM - Sertifikat Hak Milik,WEST,1700000000.0
6994,Cipayung,3,3,80,SHM - Sertifikat Hak Milik,EAST,1400000000.0
21564,Jakarta Garden City/JGC,4,3,75,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2200000000.0
3000,Meruya,4,4,162,SHM - Sertifikat Hak Milik,WEST,3900000000.0
2278,Cengkareng,4,3,180,SHM - Sertifikat Hak Milik,WEST,3200000000.0
16096,Taman Kencana,5,3,360,SHM - Sertifikat Hak Milik,WEST,3600000000.0
12746,Cakung,3,2,84,SHM - Sertifikat Hak Milik,EAST,1650000000.0
16970,Cengkareng,2,1,31,SHM - Sertifikat Hak Milik,WEST,451785607.0
7407,Cipayung,3,2,86,SHM - Sertifikat Hak Milik,EAST,1300000000.0
5210,Tebet Timur,4,3,200,SHM - Sertifikat Hak Milik,SOUTH,4250000000.0
1713,Johar Baru,5,2,100,SHM - Sertifikat Hak Milik,CENTRAL,2350000000.0
1398,Johar Baru,2,1,120,SHM - Sertifikat Hak Milik,CENTRAL,2000000000.0
18252,Cibubur,4,4,160,SHM - Sertifikat Hak Milik,EAST,2000000000.0
1751,Kemayoran,2,2,41,SHM - Sertifikat Hak Milik,CENTRAL,494700000.0
17345,Pondok Kelapa,5,3,260,SHM - Sertifikat Hak Milik,EAST,3700000000.0
17663,Dewi Sartika,2,1,50,SHM - Sertifikat Hak Milik,EAST,800000000.0
19749,Salemba,3,2,140,SHM - Sertifikat Hak Milik,CENTRAL,2200000000.0
2411,Meruya,4,3,120,SHM - Sertifikat Hak Milik,WEST,1600000000.0
17618,Rawamangun,4,4,228,SHM - Sertifikat Hak Milik,EAST,2600000000.0
5991,Cibubur,2,2,200,SHM - Sertifikat Hak Milik,EAST,2500000000.0
21454,Pulo Gadung,3,1,78,SHM - Sertifikat Hak Milik,EAST,1300000000.0
7354,Ciracas,4,3,130,SHM - Sertifikat Hak Milik,EAST,1900000000.0
16086,Tanjung Duren,4,3,80,SHM - Sertifikat Hak Milik,WEST,1950000000.0
17707,Jakarta Garden City/JGC,3,3,90,SHM - Sertifikat Hak Milik,EAST,2100000000.0
15804,Sawah Besar,2,1,40,SHM - Sertifikat Hak Milik,CENTRAL,165000000.0
17749,Cipinang,3,3,90,SHM - Sertifikat Hak Milik,EAST,2093175000.0
16896,Jl. Kembangan Raya,3,3,200,SHM - Sertifikat Hak Milik,WEST,4800000000.0
9224,Sunter,3,2,110,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
6044,Cipinang,3,3,141,SHM - Sertifikat Hak Milik,EAST,3900000000.0
9396,Sunter,3,2,230,SHM - Sertifikat Hak Milik,NORTH,2600000000.0
2912,Meruya,5,3,274,SHM - Sertifikat Hak Milik,WEST,3500000000.0
3384,Jelambar,3,2,192,SHGB - Hak Guna Bangunan,WEST,4900000000.0
731,Kemayoran,4,3,181,SHM - Sertifikat Hak Milik,CENTRAL,2950000000.0
1221,Menteng,2,2,40,SHM - Sertifikat Hak Milik,CENTRAL,850000000.0
5164,Cipete,4,3,300,SHM - Sertifikat Hak Milik,SOUTH,6000000000.0
14355,Pantai Indah Kapuk,3,3,100,SHM - Sertifikat Hak Milik,NORTH,3800000000.0
13156,Cipayung,4,3,330,SHM - Sertifikat Hak Milik,EAST,6000000000.0
4144,Jagakarsa,5,4,190,SHM - Sertifikat Hak Milik,SOUTH,2600000000.0
3368,Kebon Jeruk,2,1,135,SHGB - Hak Guna Bangunan,WEST,1800000000.0
1590,Kemayoran,4,3,190,SHM - Sertifikat Hak Milik,CENTRAL,2300000000.0
14897,Pantai Indah Kapuk,2,2,45,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2000000000.0
12115,Cengkareng,4,3,150,SHM - Sertifikat Hak Milik,WEST,2000000000.0
1824,Menteng,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL,1500000000.0
6310,Cipinang,2,1,36,SHM - Sertifikat Hak Milik,EAST,420000000.0
4807,Petukangan,4,4,126,SHM - Sertifikat Hak Milik,SOUTH,3200000000.0
8364,Cilincing,4,4,162,SHM - Sertifikat Hak Milik,NORTH,1275000000.0
1147,Gambir,3,2,82,SHM - Sertifikat Hak Milik,CENTRAL,2200000000.0
16534,Kali Deres,3,1,51,SHM - Sertifikat Hak Milik,WEST,1300000000.0
15540,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL,430000000.0
22289,Pantai Indah Kapuk,3,3,146,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3200000000.0
7665,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST,1800000000.0
22665,Sunter,3,2,220,SHM - Sertifikat Hak Milik,NORTH,3900000000.0
15581,Sawah Besar,3,3,112,SHM - Sertifikat Hak Milik,CENTRAL,1800000000.0
8981,Pantai Indah Kapuk,2,2,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2500000000.0
16150,Daan Mogot,5,4,350,SHM - Sertifikat Hak Milik,WEST,5200000000.0
2908,Kembangan,3,2,80,SHM - Sertifikat Hak Milik,WEST,3200000000.0
13115,Rawamangun,5,2,165,SHGB - Hak Guna Bangunan,EAST,1700000000.0
20614,Tomang,4,4,350,SHM - Sertifikat Hak Milik,WEST,6500000000.0
13391,Cakung,3,3,132,SHM - Sertifikat Hak Milik,EAST,1900000000.0
7343,Condet,4,2,75,SHM - Sertifikat Hak Milik,EAST,695000000.0
18003,Pondok Kelapa,4,3,158,SHM - Sertifikat Hak Milik,EAST,1250000000.0
22078,Kelapa Gading,3,2,150,SHM - Sertifikat Hak Milik,NORTH,3000000000.0
19971,Cengkareng,3,3,126,SHM - Sertifikat Hak Milik,WEST,2200000000.0
11500,Cengkareng,3,2,200,SHM - Sertifikat Hak Milik,WEST,2600000000.0
2385,Cengkareng,3,2,100,SHM - Sertifikat Hak Milik,WEST,2100000000.0
15098,Kelapa Gading,3,2,60,SHM - Sertifikat Hak Milik,NORTH,1400000000.0
18228,Pulo Gadung,4,3,210,SHM - Sertifikat Hak Milik,EAST,4300000000.0
22182,Pantai Indah Kapuk,3,2,56,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1800000000.0
13624,Condet,4,3,110,SHM - Sertifikat Hak Milik,EAST,1750000000.0
11989,Kali Deres,2,2,53,PPJB - Perjanjian Pengikatan Jual Beli,WEST,1650000000.0
22112,Pantai Indah Kapuk,3,2,180,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3400000000.0
13402,Pondok Kelapa,4,3,140,SHM - Sertifikat Hak Milik,EAST,1800000000.0
9449,Penjaringan,3,3,80,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2500000000.0
17633,Duren Sawit,3,2,277,SHGB - Hak Guna Bangunan,EAST,5500000000.0
17528,Pondok Kelapa,3,2,89,SHM - Sertifikat Hak Milik,EAST,1500000000.0
9112,Sunter,3,2,190,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
16076,Cengkareng,2,1,76,SHM - Sertifikat Hak Milik,WEST,1400000000.0
18155,Cijantung,2,2,50,SHM - Sertifikat Hak Milik,EAST,699000000.0
19451,Cempaka Putih,4,3,190,SHM - Sertifikat Hak Milik,CENTRAL,5000000000.0
8789,Kamal,3,3,95,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2400000000.0
22354,Kelapa Gading,3,4,280,SHM - Sertifikat Hak Milik,NORTH,4900000000.0
2434,Duri Kepa,3,2,155,SHM - Sertifikat Hak Milik,WEST,2950000000.0
22011,Penjaringan,3,2,79,SHGB - Hak Guna Bangunan,NORTH,1700000000.0
15132,Pantai Indah Kapuk,4,3,305,SHM - Sertifikat Hak Milik,NORTH,7000000000.0
7225,Cipayung,3,3,80,SHM - Sertifikat Hak Milik,EAST,1048600000.0
16949,Meruya,3,3,97,SHM - Sertifikat Hak Milik,WEST,1950000000.0
7058,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST,1400000000.0
17127,Jagakarsa,3,3,120,SHM - Sertifikat Hak Milik,SOUTH,1500000000.0
11699,Cengkareng,3,4,120,SHM - Sertifikat Hak Milik,WEST,2300000000.0
6121,Pulo Gebang,4,3,175,SHM - Sertifikat Hak Milik,EAST,5800000000.0
19235,Sunter,2,1,58,SHGB - Hak Guna Bangunan,NORTH,1120000000.0
1022,Sawah Besar,4,3,280,SHGB - Hak Guna Bangunan,CENTRAL,2600000000.0
2555,Joglo,3,3,158,SHM - Sertifikat Hak Milik,WEST,3400000000.0
6532,Condet,4,4,130,SHM - Sertifikat Hak Milik,EAST,1500000000.0
13655,Pondok Bambu,5,4,256,SHM - Sertifikat Hak Milik,EAST,3500000000.0
14205,Pantai Indah Kapuk,4,4,112,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4700000000.0
2242,Cengkareng,3,2,77,SHM - Sertifikat Hak Milik,WEST,1288000000.0
9088,Pantai Indah Kapuk,3,3,260,SHM - Sertifikat Hak Milik,NORTH,5400000000.0
21964,Sunter,5,4,210,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
4362,Jagakarsa,3,3,220,SHM - Sertifikat Hak Milik,SOUTH,3250000000.0
4057,Pancoran,3,3,66,SHM - Sertifikat Hak Milik,SOUTH,625000000.0
17018,Jelambar,3,3,158,SHM - Sertifikat Hak Milik,WEST,3200000000.0
16710,Meruya,3,3,200,SHM - Sertifikat Hak Milik,WEST,4000000000.0
17839,Pondok Ranggon,5,3,80,SHM - Sertifikat Hak Milik,EAST,2600000000.0
13127,Pulo Gadung,4,2,200,SHM - Sertifikat Hak Milik,EAST,1250000000.0
17109,Kebon Jeruk,3,3,290,SHM - Sertifikat Hak Milik,WEST,5000000000.0
13179,Pulo Gebang,4,4,160,SHM - Sertifikat Hak Milik,EAST,4000000000.0
16760,Mangga Besar,5,2,200,SHM - Sertifikat Hak Milik,WEST,3750000000.0
4700,Cilandak,3,3,150,SHM - Sertifikat Hak Milik,SOUTH,3950000000.0
18933,Sunter,2,2,84,SHM - Sertifikat Hak Milik,NORTH,1900000000.0
13141,Cakung,2,1,55,SHM - Sertifikat Hak Milik,EAST,465000000.0
20352,Kebon Jeruk,3,3,184,SHM - Sertifikat Hak Milik,WEST,4500000000.0
2408,Kembangan,5,4,180,SHM - Sertifikat Hak Milik,WEST,3800000000.0
20515,Grogol Petamburan,5,4,96,SHM - Sertifikat Hak Milik,WEST,3600000000.0
16292,Tanjung Duren,3,3,75,SHM - Sertifikat Hak Milik,WEST,1295000000.0
10418,Kemayoran,3,3,198,SHM - Sertifikat Hak Milik,CENTRAL,2550000000.0
18532,Sunter,3,3,350,SHM - Sertifikat Hak Milik,NORTH,5800000000.0
22570,Kelapa Gading,5,2,150,SHM - Sertifikat Hak Milik,NORTH,2900000000.0
6587,Rawamangun,4,4,200,SHM - Sertifikat Hak Milik,EAST,4500000000.0
11881,Puri Indah,4,3,250,SHM - Sertifikat Hak Milik,WEST,4750000000.0
20042,Meruya,3,2,110,SHM - Sertifikat Hak Milik,WEST,2100000000.0
15099,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH,2300000000.0
19526,Sawah Besar,2,1,70,SHM - Sertifikat Hak Milik,CENTRAL,1600000000.0
16016,Permata Puri Media,4,3,200,SHM - Sertifikat Hak Milik,WEST,3600000000.0
3529,Palmerah,4,3,250,SHM - Sertifikat Hak Milik,WEST,3300000000.0
20700,Taman Kencana,2,2,90,SHM - Sertifikat Hak Milik,WEST,2050000000.0
6508,Pulo Gadung,3,1,280,SHM - Sertifikat Hak Milik,EAST,1500000000.0
3557,Kali Deres,2,1,78,SHM - Sertifikat Hak Milik,WEST,1850000000.0
17597,Cipinang,4,4,160,SHM - Sertifikat Hak Milik,EAST,2300000000.0
9574,Penjaringan,2,2,54,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1900000000.0
22167,Kelapa Gading,4,3,90,SHM - Sertifikat Hak Milik,NORTH,2700000000.0
4079,Tb. Simatupang,3,2,63,SHM - Sertifikat Hak Milik,SOUTH,628000000.0
4287,Pesanggrahan,2,1,35,SHM - Sertifikat Hak Milik,SOUTH,390000000.0
20795,Pesanggrahan,5,4,350,SHM - Sertifikat Hak Milik,SOUTH,6500000000.0
22502,Muara Karang,4,3,200,SHM - Sertifikat Hak Milik,NORTH,3895000000.0
13332,Jakarta Garden City/JGC,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2700000000.0
10541,Cempaka Putih,2,2,90,SHM - Sertifikat Hak Milik,CENTRAL,1950000000.0
13422,Cakung,3,3,74,SHM - Sertifikat Hak Milik,EAST,1085000000.0
8407,Cilincing,3,2,119,SHM - Sertifikat Hak Milik,NORTH,1250000000.0
4292,Pesanggrahan,4,4,220,SHM - Sertifikat Hak Milik,SOUTH,3360000000.0
11234,Kali Deres,5,2,80,SHM - Sertifikat Hak Milik,WEST,1500000000.0
3402,Jelambar,5,4,228,SHM - Sertifikat Hak Milik,WEST,2850000000.0
20032,Angke,4,4,210,SHM - Sertifikat Hak Milik,WEST,3750000000.0
14447,Pantai Indah Kapuk,3,3,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,6200000000.0
3086,Kali Deres,3,2,126,SHM - Sertifikat Hak Milik,WEST,1800000000.0
3063,Green Ville,2,2,130,SHGB - Hak Guna Bangunan,WEST,1750000000.0
18630,Pantai Indah Kapuk,3,2,158,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3300000000.0
22452,Sunter,5,4,296,SHM - Sertifikat Hak Milik,NORTH,5900000000.0
14238,Kapuk Muara,4,3,200,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
21095,Cibubur,2,1,50,SHM - Sertifikat Hak Milik,EAST,275000000.0
9262,Muara Karang,3,2,180,SHM - Sertifikat Hak Milik,NORTH,3200000000.0
21332,Duren Sawit,3,2,140,SHM - Sertifikat Hak Milik,EAST,2550000000.0
13911,Pantai Indah Kapuk,5,4,340,SHM - Sertifikat Hak Milik,NORTH,5000000000.0
7472,Cibubur,5,2,105,SHM - Sertifikat Hak Milik,EAST,950000000.0
14537,Pantai Indah Kapuk,2,2,79,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1850000000.0
3957,Duri Kepa,4,4,108,SHM - Sertifikat Hak Milik,WEST,1500000000.0
14988,Kelapa Gading,4,3,168,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5800000000.0
15453,Kemayoran,5,4,164,SHM - Sertifikat Hak Milik,CENTRAL,4200000000.0
18540,Kelapa Gading,3,3,128,SHM - Sertifikat Hak Milik,NORTH,3650000000.0
10671,Cempaka Putih,3,3,146,SHM - Sertifikat Hak Milik,CENTRAL,4100000000.0
14041,Sunter,4,2,120,SHM - Sertifikat Hak Milik,NORTH,2400000000.0
352,Senen,2,1,40,SHM - Sertifikat Hak Milik,CENTRAL,400000000.0
11451,Kali Deres,4,3,270,SHM - Sertifikat Hak Milik,WEST,3900000000.0
6038,Jakarta Garden City/JGC,4,3,215,SHM - Sertifikat Hak Milik,EAST,3000000000.0
13741,Cibubur,2,1,40,SHM - Sertifikat Hak Milik,EAST,554000000.0
21164,Pondok Kelapa,5,3,180,SHM - Sertifikat Hak Milik,EAST,2200000000.0
5662,Pondok Labu,4,3,202,SHM - Sertifikat Hak Milik,SOUTH,2800000000.0
21694,Condet,2,2,60,SHM - Sertifikat Hak Milik,EAST,750000000.0
621,Sawah Besar,2,1,90,SHM - Sertifikat Hak Milik,CENTRAL,2100000000.0
20430,Taman Surya,3,3,160,SHM - Sertifikat Hak Milik,WEST,2700000000.0
18098,Cakung,3,3,158,SHGB - Hak Guna Bangunan,EAST,4577000000.0
19221,Kelapa Gading,2,2,54,SHM - Sertifikat Hak Milik,NORTH,1850000000.0
14162,Kelapa Gading,3,3,242,SHGB - Hak Guna Bangunan,NORTH,4000000000.0
16021,Puri Mansion,4,3,250,SHM - Sertifikat Hak Milik,WEST,5950000000.0
16552,Tomang,5,4,210,SHM - Sertifikat Hak Milik,WEST,3300000000.0
13512,Taman Mini,3,1,140,SHM - Sertifikat Hak Milik,EAST,2200000000.0
7873,Cakung,5,4,300,SHM - Sertifikat Hak Milik,EAST,4000000000.0
3294,Citra Garden,4,4,128,SHM - Sertifikat Hak Milik,WEST,3600000000.0
4532,Cinere,3,2,100,SHM - Sertifikat Hak Milik,SOUTH,1500000000.0
9855,Kelapa Gading,3,2,160,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
13537,Duren Sawit,3,2,270,SHM - Sertifikat Hak Milik,EAST,6500000000.0
2776,Meruya,4,4,170,SHM - Sertifikat Hak Milik,WEST,2300000000.0
3179,Jelambar,4,3,216,SHM - Sertifikat Hak Milik,WEST,2850000000.0
2825,Kebon Jeruk,3,2,94,SHM - Sertifikat Hak Milik,WEST,1768000000.0
2288,Jelambar,5,4,310,SHM - Sertifikat Hak Milik,WEST,2998000000.0
21949,Pantai Indah Kapuk,2,2,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3200000000.0
21591,Condet,5,2,180,SHM - Sertifikat Hak Milik,EAST,1800000000.0
14941,Kapuk Muara,4,4,180,SHM - Sertifikat Hak Milik,NORTH,4700000000.0
3410,Jelambar,3,3,169,SHM - Sertifikat Hak Milik,WEST,2600000000.0
8899,Sunter,4,3,240,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
5103,Jagakarsa,4,3,130,SHM - Sertifikat Hak Milik,SOUTH,1450000000.0
13579,Cipinang,2,2,57,SHM - Sertifikat Hak Milik,EAST,671000000.0
6938,Cakung,2,1,100,SHM - Sertifikat Hak Milik,EAST,1050000000.0
6595,Cakung,3,2,88,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2800000000.0
17805,Klender,4,1,87,SHM - Sertifikat Hak Milik,EAST,1650000000.0
20953,Utan Kayu,2,1,78,SHM - Sertifikat Hak Milik,EAST,1550000000.0
21380,Condet,2,2,70,AJB - Akta Jual Beli,EAST,575000000.0
2002,Grogol Petamburan,4,2,315,SHM - Sertifikat Hak Milik,WEST,2650000000.0
3701,Kali Deres,2,3,70,SHM - Sertifikat Hak Milik,WEST,1970000000.0
7212,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST,826800000.0
4702,Bintaro,5,3,200,SHM - Sertifikat Hak Milik,SOUTH,4500000000.0
16611,Green Ville,5,3,280,SHM - Sertifikat Hak Milik,WEST,3500000000.0
20299,Jelambar,3,2,165,SHM - Sertifikat Hak Milik,WEST,4800000000.0
16477,Kali Deres,5,3,303,SHM - Sertifikat Hak Milik,WEST,4800000000.0
15444,Cempaka Putih,4,2,150,SHM - Sertifikat Hak Milik,CENTRAL,1800000000.0
20328,Joglo,5,3,250,SHM - Sertifikat Hak Milik,WEST,2450000000.0
9504,Pantai Indah Kapuk,3,2,55,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1690000000.0
9756,Pantai Indah Kapuk,5,4,300,SHM - Sertifikat Hak Milik,NORTH,4900000000.0
14732,Kelapa Gading,4,4,122,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
6326,Rawamangun,5,4,250,SHM - Sertifikat Hak Milik,EAST,3000000000.0
21793,Cakung,3,3,69,SHM - Sertifikat Hak Milik,EAST,2000000000.0
5252,Bintaro,4,4,220,SHM - Sertifikat Hak Milik,SOUTH,3425000000.0
22186,Penjaringan,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1800000000.0
1615,Kemayoran,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL,499000000.0
7083,Cipinang,2,2,85,SHM - Sertifikat Hak Milik,EAST,1350000000.0
13170,Cibubur,3,3,80,SHM - Sertifikat Hak Milik,EAST,1002400000.0
7173,Jakarta Garden City/JGC,4,4,200,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2600000000.0
13550,Jatiwaringin,4,4,120,SHGB - Hak Guna Bangunan,EAST,1895000000.0
7192,Cibubur,2,1,52,SHM - Sertifikat Hak Milik,EAST,750000000.0
13916,Kelapa Gading,3,2,200,SHM - Sertifikat Hak Milik,NORTH,3000000000.0
9996,Gunung Sahari,3,2,150,SHM - Sertifikat Hak Milik,CENTRAL,2400000000.0
1617,Senen,3,3,64,SHM - Sertifikat Hak Milik,CENTRAL,853000000.0
11602,Jl. Kembangan Raya,4,4,330,SHM - Sertifikat Hak Milik,WEST,6000000000.0
18025,Cakung,4,2,90,SHM - Sertifikat Hak Milik,EAST,1650000000.0
15057,Pantai Indah Kapuk,3,3,160,Sertifikat Belum Pecah,NORTH,5500000000.0
13143,Cakung,2,1,45,SHM - Sertifikat Hak Milik,EAST,425000000.0
18566,Pantai Indah Kapuk,3,3,240,SHM - Sertifikat Hak Milik,NORTH,6100000000.0
3838,Cengkareng,2,3,120,SHGB - Hak Guna Bangunan,WEST,1200000000.0
11846,Jelambar,2,1,126,SHM - Sertifikat Hak Milik,WEST,2900000000.0
15736,Kemayoran,3,3,118,SHM - Sertifikat Hak Milik,CENTRAL,2588888111.0
6883,Condet,3,2,85,SHM - Sertifikat Hak Milik,EAST,1800000000.0
15899,Johar Baru,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL,2912300111.0
6403,Ciracas,3,2,100,SHM - Sertifikat Hak Milik,EAST,980000000.0
6900,Jakarta Garden City/JGC,2,1,95,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2365000000.0
15953,Sawah Besar,3,2,200,Strata,CENTRAL,5300000000.0
6042,Jakarta Garden City/JGC,3,2,75,SHM - Sertifikat Hak Milik,EAST,1600000000.0
1712,Cempaka Putih,4,4,193,SHM - Sertifikat Hak Milik,CENTRAL,4300000000.0
15862,Cempaka Putih,5,4,250,SHM - Sertifikat Hak Milik,CENTRAL,4750000000.0
14684,Pantai Indah Kapuk,3,3,127,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4643000000.0
16934,Taman Ratu,4,3,200,SHM - Sertifikat Hak Milik,WEST,2700000000.0
14547,Pantai Indah Kapuk,3,2,200,SHM - Sertifikat Hak Milik,NORTH,5800000000.0
21856,Cilincing,2,1,36,SHM - Sertifikat Hak Milik,NORTH,500000000.0
21030,Pondok Kelapa,4,3,120,SHM - Sertifikat Hak Milik,EAST,2100000000.0
21355,Condet,4,2,125,SHM - Sertifikat Hak Milik,EAST,1550000000.0
14118,Kelapa Gading,3,2,120,SHM - Sertifikat Hak Milik,NORTH,2700000000.0
22674,Pademangan,3,2,100,SHM - Sertifikat Hak Milik,NORTH,1500000000.0
15474,Gunung Sahari,4,3,250,SHM - Sertifikat Hak Milik,CENTRAL,6000000000.0
20266,Kali Deres,3,2,86,SHM - Sertifikat Hak Milik,WEST,1900000000.0
2499,Jl. Kembangan Raya,5,3,300,SHM - Sertifikat Hak Milik,WEST,6300000000.0
7818,Kalisari,3,3,130,SHM - Sertifikat Hak Milik,EAST,1650000000.0
12126,Citra Garden,5,4,300,SHM - Sertifikat Hak Milik,WEST,4650000000.0
10039,Kemayoran,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL,1850000000.0
7066,Rawamangun,3,2,100,SHM - Sertifikat Hak Milik,EAST,2350000000.0
6666,Pondok Kelapa,4,4,210,SHM - Sertifikat Hak Milik,EAST,3700000000.0
11911,Taman Surya,3,3,108,SHM - Sertifikat Hak Milik,WEST,2500000000.0
7369,Cipayung,3,2,77,SHM - Sertifikat Hak Milik,EAST,1135000000.0
7477,Pondok Kelapa,4,3,150,SHM - Sertifikat Hak Milik,EAST,1500000000.0
14348,Pantai Indah Kapuk,3,3,240,SHM - Sertifikat Hak Milik,NORTH,4700000000.0
21991,Pluit,5,3,290,SHM - Sertifikat Hak Milik,NORTH,5300000000.0
18899,Kelapa Gading,4,4,180,SHM - Sertifikat Hak Milik,NORTH,5900000000.0
3262,Cengkareng,4,2,150,SHM - Sertifikat Hak Milik,WEST,2500000000.0
18317,Cibubur,3,1,61,SHM - Sertifikat Hak Milik,EAST,330001000.0
21327,Pondok Kelapa,4,4,200,SHM - Sertifikat Hak Milik,EAST,3650000000.0
16395,Permata Buana,4,3,260,SHM - Sertifikat Hak Milik,WEST,4800000000.0
5346,Lebak Bulus,4,3,325,SHM - Sertifikat Hak Milik,SOUTH,6500000000.0
21478,Duren Sawit,3,2,146,SHGB - Hak Guna Bangunan,EAST,4442000000.0
14761,Pantai Indah Kapuk,3,3,240,SHM - Sertifikat Hak Milik,NORTH,5100000000.0
6943,Pulomas,4,3,142,SHM - Sertifikat Hak Milik,EAST,5500000000.0
18972,Sunter,3,2,36,SHM - Sertifikat Hak Milik,NORTH,1675000000.0
16957,Mangga Besar,4,4,330,SHM - Sertifikat Hak Milik,WEST,5000000000.0
15007,Kelapa Gading,4,3,300,SHM - Sertifikat Hak Milik,NORTH,5000000000.0
13657,Pulomas,3,2,175,SHM - Sertifikat Hak Milik,EAST,3800000000.0
16901,Cengkareng,2,2,97,SHM - Sertifikat Hak Milik,WEST,1150000000.0
11813,Jelambar,3,3,250,SHGB - Hak Guna Bangunan,WEST,2300000000.0
11514,Taman Cosmos,5,4,200,SHM - Sertifikat Hak Milik,WEST,3290000000.0
7626,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST,1800000000.0
7876,Cipayung,4,4,202,SHM - Sertifikat Hak Milik,EAST,2350000000.0
14288,Kamal,3,3,107,Sertifikat Belum Pecah,NORTH,2250000000.0
2453,Duri Kepa,3,3,80,SHM - Sertifikat Hak Milik,WEST,1300000000.0
13344,Kalimalang,3,2,80,SHM - Sertifikat Hak Milik,EAST,850000000.0
18060,Cakung,4,2,90,SHM - Sertifikat Hak Milik,EAST,1650000000.0
2311,Green Ville,3,2,178,SHM - Sertifikat Hak Milik,WEST,2500000000.0
5797,Pondok Indah,4,4,128,SHM - Sertifikat Hak Milik,SOUTH,5950000000.0
14420,Koja,2,1,50,SHM - Sertifikat Hak Milik,NORTH,550000000.0
2109,Tomang,5,3,270,SHM - Sertifikat Hak Milik,WEST,4300000000.0
6070,Cibubur,3,2,80,SHM - Sertifikat Hak Milik,EAST,985000000.0
14169,Kelapa Gading,3,2,185,SHM - Sertifikat Hak Milik,NORTH,2250000000.0
195,Cempaka Putih,4,3,55,SHM - Sertifikat Hak Milik,CENTRAL,1650000000.0
22359,Kelapa Gading,4,2,90,SHM - Sertifikat Hak Milik,NORTH,1500000000.0
21976,Pantai Indah Kapuk,4,3,150,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5200000000.0
6801,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST,2800000000.0
19444,Kemayoran,2,1,43,SHM - Sertifikat Hak Milik,CENTRAL,506600000.0
16823,Jelambar,3,3,230,SHM - Sertifikat Hak Milik,WEST,3300000000.0
7903,Jakarta Garden City/JGC,3,2,79,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2075000000.0
17242,Jakarta Garden City/JGC,3,3,74,PPJB - Perjanjian Pengikatan Jual Beli,EAST,1620000000.0
11115,Cengkareng,3,3,150,SHM - Sertifikat Hak Milik,WEST,3200000000.0
310,Cempaka Putih,5,4,280,SHM - Sertifikat Hak Milik,CENTRAL,6000000000.0
7660,Rawamangun,3,2,135,SHM - Sertifikat Hak Milik,EAST,2400000000.0
3604,Kebon Jeruk,3,3,300,SHM - Sertifikat Hak Milik,WEST,6000000000.0
18815,Kelapa Gading,3,2,150,SHM - Sertifikat Hak Milik,NORTH,2100000000.0
18700,Bandengan,3,3,150,SHM - Sertifikat Hak Milik,NORTH,3000000000.0
3758,Joglo,3,3,62,SHM - Sertifikat Hak Milik,WEST,1700000000.0
8087,Sunter,4,3,70,SHM - Sertifikat Hak Milik,NORTH,3250000000.0
